offer_result,offer_semester,offer_college_name,offer_professional,user_under_school,user_under_gpa,user_under_subject,user_graduate_school,user_graduate_gpa,user_graduate_subject
AD无奖,2021 Fall,Eindhoven University of Technology,Computer Science and Engineering,211 & 985,81+,计算机科学与技术,"","",""
Offer,2021 Fall,"Royal Danish Academy of Fine Arts, Schools of Architecture, Design and Conservat",computaion in architecture,澳洲八大,6.05/7,architecture,"","",""
AD无奖,2021 Fall,Northeastern University,Computer Science - align,双非,3.4,BME,211 & 985,3.5,BE
AD无奖,2021 Fall,Bishops University,Computer Science,双非,3.4,BME,211 & 985,3.5,BE
AD无奖,2021 Fall,Eindhoven University of Technology,Artificial Intelligence Engineering Systems - EE track,211 & 985,89.4,车辆工程,"","",""
Offer,2021 Fall,Duke Kunshan University,ELECTRICAL AND COMPUTER ENGINEERING,211,3.47 87/100 ranking 20%,电子信息科学与技术,"","",""
AD无奖,2021 Fall,University of Zurich,People-oriented Computing,海本,"",计算机科学,"","",""
Waiting list,2021 Fall,University of British Columbia 英属哥伦比亚大学,Data Science (computational linguistics),"",81,材料科学与工程,"",84,计算机技术
AD无奖,2021 Fall,University Leiden,Computer Science: Aritifical Intelligence,211,85.12,MIS,"","",""
AD无奖,2021 Fall,VU University Amsterdam,Artificial Intelligence,211,85.12,MIS,"","",""
AD无奖,2021 Fall,Royal Institute of Technology,Computer Science,浙大/复旦/南大/南开/武大/华中科大/上海交大/天大,91.3,计算机科学与技术,"","",""
AD无奖,2021 Fall,University of Zurich,Computer Science,浙大/复旦/南大/南开/武大/华中科大/上海交大/天大,91.3,计算机科学与技术,"","",""
AD无奖,2021 Fall,Nanyang Technological University,Artificial Intelligence,清华/北大/中科大,85,计算机科学与技术,"","",""
AD小奖,2021 Fall,University of Helsinki,Theoretical and Computational Methods, 武汉大学,3.85/4,物理,"","",""
Offer,2021 Fall,Royal Institute of Technology,Computer Simulations for Science and Engineering (COSSE), IC,"",Maths,"","",""
Offer,2021 Fall,York University,Computer Science,双非,86/100,工业设计,"","",Digital Futures
Offer,2021 Fall,Wilfrid Laurier University,Computer Science,双非,86/100,工业设计,"","",Digital Futures
Offer,2021 Fall,Ryerson University,Computer Science,双非,86/100,工业设计,"","",Digital Futures
AD无奖,2021 Fall,Aarhus University,Computer Science,双非,86.46 Top1%,软件工程,"","",""
AD无奖,2021 Fall,Chalmers University of Technology,"Computer Science - Algorithms, Languages and Logic",双非,86.46 Top1%,软件工程,"","",""
AD无奖,2021 Fall,Technical University of Denmark,Computer Science,双非,86.46 Top1%,软件工程,"","",""
被拒,2021 Fall,Politecnico di Milano,Computer Science,双非,86.46 Top1%,软件工程,"","",""
AD无奖,2021 Fall,VU University Amsterdam,Computer Science(joint degree Uva/Vu),双非,86.46 Top1%,软件工程,"","",""
被拒,2021 Fall,University of Copenhagen,Computer Science,双非,86.46 Top1%,软件工程,"","",""
AD无奖,2021 Fall,VU University Amsterdam,Artificial Intelligence,双非,86.46 Top1%,软件工程,"","",""
AD无奖,2021 Fall,Chalmers University of Technology,Computer Science,985,3.2,计算机,"","",""
AD无奖,2021 Fall,Politecnico di Milano,Computer Science,双非,90. ~/100,网络工程,"","",""
AD无奖,2021 Fall,Aarhus University,Computer Science,双非,90. ~/100,网络工程,"","",""
Waiting list,2021 Fall,Aalto University,Computer Science,双非,90. ~/100,网络工程,"","",""
AD无奖,2021 Fall,Chalmers University of Technology,Computer System and Networks,双非,90. ~/100,网络工程,"","",""
AD无奖,2021 Fall,VU University Amsterdam,Computer Science,双非,90. ~/100,网络工程,"","",""
被拒,2021 Fall,University of Alberta,Computer Science,哈工大,89.5(8/50)    GPA：3.67（3/50）,计算机,"","",""
被拒,2021 Fall,Aalto University,Computer Science,211 & 985,85/100 3.4/5,自动化,"","",""
Waiting list,2021 Fall,Aalto University,Computer Science,211 & 985,3.3/4,cs,"","",""
被拒,2021 Fall,Chalmers University of Technology,Software Engineering and Technology,211 & 985,3.3/4,cs,"","",""
AD无奖,2021 Fall,University of Twente,Computer Science,211 & 985,3.3/4,cs,"","",""
被拒,2021 Fall,Aalto University,Human-Computer Interaction,211 & 985,3.3/4,cs,"","",""
AD无奖,2021 Fall,University of Amsterdam,Computer Science (joint degree UvA/VU),211 & 985,3.3/4,cs,"","",""
AD无奖,2021 Fall,VU University Amsterdam,Computer Science (joint degree UvA/VU),211 & 985,3.3/4,cs,"","",""
AD无奖,2021 Fall,Eindhoven University of Technology,Computer Science and Engineering,211 & 985,3.3/4,cs,"","",""
AD无奖,2021 Fall,Concordia University,Computer Software Engineering,211 & 985,86/100 3.7/4.0(学校水算法),信息与计算科学,"","",""
AD无奖,2021 Fall,University of Waterloo,Electrical &amp; Computer Engineering,211 & 985,86/100 3.7/4.0(学校水算法),信息与计算科学,"","",""
被拒,2021 Fall,Western University,Computer Science,211 & 985,86/100 3.7/4.0(学校水算法),信息与计算科学,"","",""
被拒,2021 Fall,Simon Fraser University,Computer Science,211 & 985,86/100 3.7/4.0(学校水算法),信息与计算科学,"","",""
AD无奖,2021 Fall,University of Ottawa,Computer Science,211 & 985,86/100 3.7/4.0(学校水算法),信息与计算科学,"","",""
被拒,2021 Fall,University of Alberta,Computer Science,211 & 985,86/100 3.7/4.0(学校水算法),信息与计算科学,"","",""
AD无奖,2021 Fall,Northeastern University,Computer Science,211 & 985,86/100 3.7/4.0(学校水算法),信息与计算科学,"","",""
被拒,2021 Fall,University of British Columbia,Electrical &amp; Computer Engineering,211 & 985,86/100 3.7/4.0(学校水算法),信息与计算科学,"","",""
Offer,2021 Fall,Northeastern University,Computer Science,双非,3.6 1/87,网络工程,"","",""
Waiting list,2021 Fall,National University of Singapore,Computer and Information Systems Security,双非,3.2,"","","",""
被拒,2021 Fall,University of North Carolina at Chapel Hill,Comparative Literature,211 & 985,86,汉语言文学,国外院校,3.89,Comparative Literature
被拒,2021 Fall,Washington University in St. Louis,Comparative Literature,211 & 985,86,汉语言文学,国外院校,3.89,Comparative Literature
被拒,2021 Fall,University of Michigan,Comparative Literature,211 & 985,86,汉语言文学,国外院校,3.89,Comparative Literature
被拒,2021 Fall,University of Toronto,Comparative Literature,211 & 985,86,汉语言文学,国外院校,3.89,Comparative Literature
Offer,2021 Fall,"University of California, Santa Barbara",Comparative Literature,211 & 985,86,汉语言文学,国外院校,3.89,Comparative Literature
被拒,2021 Fall,"University of Texas, Austin",Comparative Literature,211 & 985,86,汉语言文学,国外院校,3.89,Comparative Literature
Offer,2021 Fall,Indiana University Bloomington,Comparative Literature,211 & 985,86,汉语言文学,国外院校,3.89,Comparative Literature
被拒,2021 Fall,Northwestern University,Comparative Literature,211 & 985,86,汉语言文学,国外院校,3.89,Comparative Literature
被拒,2021 Fall,Ohio State University ,Comparative Studies,211 & 985,86,汉语言文学,国外院校,3.89,Comparative Literature
Waiting list,2021 Fall,University of Maryland - College Park,Comparative Literature,211 & 985,86,汉语言文学,国外院校,3.89,Comparative Literature
Offer,2021 Fall,University of California - Los Angeles,Social Sciences and Comparative Education,暨南大学,"",经济学,新加坡国立大学,"",Applied Economics
Offer,2021 Fall,University of Zurich,Major Software Systems Engineering Minor Data Science,211 & 985,GPA 3.65,软件工程,"","",""
Offer,2021 Fall,"The Chinese University of Hong Kong, Shengzhen 香港中文大学（深圳）",Computer Science 计算机科学,浙大/复旦/南大/南开/武大/华中科大/上海交大/天大,78,生物医学工程,"","",""
AD无奖,2021 Fall,University of Ottawa,Computer Science,双非,"GPA 3.54/5, 85.01/100",计算机科学与技术,"","",""
AD无奖,2021 Fall,University of Victoria,Computer Science,双非,"GPA 3.54/5, 85.01/100",计算机科学与技术,"","",""
Offer,2021 Fall,VU University Amsterdam,Computer Science,"","","","","",""
Offer,2021 Fall,University Leiden,Computer Science,"","","","","",""
AD无奖,2021 Fall,University of Amsterdam,Computer Science,双非,"","","","",""
AD无奖,2021 Fall,VU University Amsterdam,Computer Science,双非,"","","","",""
AD无奖,2021 Fall,University Leiden,Computer Science,双非,"","","","",""
AD无奖,2021 Fall,University of Groningen,Computer Science,双非,"","","","",""
被拒,2021 Fall,University of Ottawa,electrical and computer engineering,青岛某双非,88,软件工程,"","",""
被拒,2021 Fall,University of Waterloo,electrical and computer engineering,青岛某双非,88,软件工程,"","",""
AD无奖,2021 Fall,University of Ottawa,electrical and computer engineering,青岛某双非,88,软件工程,"","",""
被拒,2021 Fall,University of Alberta,Computer Science,哈尔滨工业大学,90.6,CS,"","",""
AD无奖,2021 Fall,University of Zurich,Computational linguistics,985,90.5,英语,G5,无成绩,linguistics
AD无奖,2021 Fall,University of Alberta,Computing Science,本科某211,88+，top 4%,SE,"","",""
AD无奖,2021 Fall,Utrecht University,Computing Science, 北京邮电大学,85,EE,Paris-Saclay,"",M1 EE
AD无奖,2021 Fall,Nanyang Technological University,computer control and automation,浙大/复旦/南大/南开/武大/华中科大/上海交大/天大,86.5/100,自动化,"","",""
AD小奖,2021 Fall,University of Florida,Electrical and Computer Engineering,211 & 985,87 ~15%,自动化,"","",""
被拒,2021 Fall,Imperial College London,Artificial Intelligence and machine learning,浙大/复旦/南大/南开/武大/华中科大/上海交大/天大,85/100,计算机,"","",""
AD无奖,2021 Fall,Delft University of Technology,Computer Science,浙大/复旦/南大/南开/武大/华中科大/上海交大/天大,91.3,计算机科学与技术,"","",""
被拒,2021 Fall,Swiss Federal Institute of Technology in Zurich,Computer Science,浙大/复旦/南大/南开/武大/华中科大/上海交大/天大,91.3,计算机科学与技术,"","",""
Offer,2021 Fall,Aalto University,Computer Science,浙大/复旦/南大/南开/武大/华中科大/上海交大/天大,91.3,计算机科学与技术,"","",""
AD无奖,2021 Fall,École Polytechnique Fédérale de Lausanne,Computer Science,浙大/复旦/南大/南开/武大/华中科大/上海交大/天大,91.3,计算机科学与技术,"","",""
被拒,2021 Fall,City University of Hong Kong,Computer Science,浙大/复旦/南大/南开/武大/华中科大/上海交大/天大,3.4+（81）,经济学+工科双学位,"","",""
Offer,2021 Fall,Aalto University,Human-Computer Interaction,211 & 985,4.51/5,计算机科学与技术,"","",""
Offer,2021 Fall,Nanyang Technological University,Computer Control and Automation,东南大学,84.14/100,自动化,"","",""
被拒,2021 Fall,The University of Manchester,Computer Science,"","","","","",""
Offer,2021 Fall,University Of Southampton,Computer Science,"","","","","",""
Offer,2021 Fall,Northeastern University,"东北大学-MS  Computer Vision, Machine Learning, and Algorithms",211 & 985,84.3,自动化,"","",""
被拒,2021 Fall,Rice University,Electrical and Computer Engineering,电子科技大学,84.3,自动化,"","",""
Offer,2021 Fall,Boston University,Electrical and Computer Engineering,电子科技大学,84.3,自动化,"","",""
Offer,2021 Fall,Nanyang Technological University,computer control and automation,电子科技大学,84.3,自动化,"","",""
AD无奖,2021 Fall,University of Birmingham,electronic and computer engineer ing,985,80,电气工程及其自动化,"","",""
被拒,2021 Fall,University of Edinburgh,Artificial Intelligence,985,80,电气工程及其自动化,"","",""
AD无奖,2021 Fall,Nanyang Technological University,Artificial Intelligence,同济大学,"4.35/5, 88.5/100",车辆工程,"","",""
AD无奖,2021 Fall,Simon Fraser University,Computer Science,211 & 985,85.2,ECE,"","",""
AD无奖,2021 Fall,SOAS University of London,Comparative Literature,香港top3, 3.41/4.3,经济金融,"","",""
被拒,2021 Fall,Nanyang Technological University,Artificial Intelligence,211 & 985,3.43/4.0,通信工程,"","",""
Offer,2021 Fall,City University of Hong Kong,Computer Science（MSc）（FT / PT）,985,82,计算机科学,"","",""
Offer,2021 Fall,Nanyang Technological University,computer control and automation,985,82,计算机科学,"","",""
Offer,2021 Fall,The University of Hong Kong,Electronic Commerce and Internet Computing（MSc）（FT / PT）,211 & 985,86,信息管理与信息系统,"","",""
Offer,2021 Fall,McGill University,Electrical and Computer Engineering,211 & 985,"",EE,"","",""
被拒,2021 Fall,McGill University,Electrical and Computer Engineering,211 & 985,"",EE,"","",""
Waiting list,2021 Fall,Western University,Electrical and Computer Engineering,211 & 985,"",EE,"","",""
AD无奖,2021 Fall,Concordia University,Electrical and Computer Engineering,211 & 985,"",EE,"","",""
被拒,2021 Fall,Queens University at Kingston,Electrical and Computer Engineering,211 & 985,"",EE,"","",""
AD无奖,2021 Fall,University of Ottawa,Electrical and Computer Engineering,211 & 985,"",EE,"","",""
Offer,2021 Fall,University of Toronto,Electrical and Computer Engineering,211 & 985,"",EE,"","",""
AD无奖,2021 Fall,University of British Columbia (Okanagan),Electrical and Computer Engineering,211 & 985,"",EE,"","",""
被拒,2021 Fall,University of British Columbia,Electrical and Computer Engineering,211 & 985,"",EE,"","",""
被拒,2021 Fall,City University of Hong Kong,Computer Science（MSc）（FT / PT）,211 & 985,81.1,电子信息工程,"","",""
Offer,2021 Fall,National University of Singapore,Computer Science,双非,3.68,电气,中国科学院大学,3.8,计算机
Waiting list,2021 Fall,The University of Hong Kong,Computer Science（MSc）（FT / PT）,211,90.29 1/140,物联网工程,"","",""
被拒,2021 Fall,Nanyang Technological University,Artificial Intelligence,211,90.29 1/140,物联网工程,"","",""
被拒,2021 Fall,City University of Hong Kong,Computer Science（MSc）（FT / PT）,211,90.29 1/140,物联网工程,"","",""
被拒,2021 Fall,The Chinese University of Hong Kong,Computer Science(MSc)（FT / PT）,211,90.29 1/140,物联网工程,"","",""
被拒,2021 Fall,National University of Singapore,Mcomp(AI),211,90.29 1/140,物联网工程,"","",""
AD无奖,2021 Fall,EIT Digital,Human-Computer Interaction and Design,北邮+伦敦玛丽女王大学,85.87/3.55,电子商务及法律,"","",""
被拒,2021 Fall,University of Calgary,Computer Science,211,3.66/5，wes认证US算法3.46/4,会计学,"","",""
Offer,2021 Fall,Carleton University,Computer Science,211,3.66/5，wes认证US算法3.46/4,会计学,"","",""
